"m_id","me_id","employer_name","pln_acronym","tier_no","hire_dt","term_dt","total_service","hire_yr","employer_name_duplicate","level","combined_id","birth_yr","age_based_on_2024","age_at_hire","no_me_id"
25737,190726,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-04","2018-03-17",16.115,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","25737-190726",1980,44,22,1
78075,191755,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-04","2021-09-29",20.153,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","78075-191755",1969,55,33,1
55690,177455,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-04","",22.47,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","55690-177455",1962,62,40,1
58347,125919,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-04","",22.47,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","58347-125919",1975,49,27,1
81735,254220,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-04","2021-07-16",20.447,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","81735-254220",1962,62,40,1
111649,146160,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-11","",22.45,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","111649-146160",1979,45,23,1
11170,163910,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-18","",22.431,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","11170-163910",1955,69,47,1
119388,194655,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-18","2022-01-02",19.874,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","119388-194655",1957,67,45,1
99063,225889,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-18","2020-03-31",18.116,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","99063-225889",1956,68,46,1
74203,190685,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-18","2022-05-06",20.214,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","74203-190685",1970,54,32,1
90846,202725,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-18","2022-03-31",20.115,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","90846-202725",1975,49,27,1
9184,139838,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-18","",22.431,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","9184-139838",1975,49,27,1
38559,190522,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-18","2018-01-17",19.915,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","38559-190522",1961,63,41,1
37396,140817,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-18","2022-02-18",20.003,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","37396-140817",1970,54,32,1
4840,208538,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-18","2022-02-28",20.03,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","4840-208538",1965,59,37,1
74541,194774,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-25","2022-02-25",20.003,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","74541-194774",1971,53,31,1
105742,158634,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-25","2022-02-25",20.003,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","105742-158634",1966,58,36,1
12667,239992,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-02-25","",22.412,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","12667-239992",1977,47,25,1
121272,217979,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-03-11","2020-02-10",17.922,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","121272-217979",1977,47,25,1
51692,186012,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-03-11","",22.374,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","51692-186012",1970,54,32,1
81276,203372,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-03-11","2024-03-15",22.056,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","81276-203372",1975,49,27,1
9872,206308,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-03-11","2023-09-22",21.536,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","9872-206308",1960,64,42,2
24751,255642,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-03-11","2022-03-16",20.016,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","24751-255642",1960,64,42,1
53237,246914,"MARICOPA COUNTY","CORP",1,"2002-03-18","2022-05-14",20.159,2002,"MARICOPA COUNTY - CORP","County","53237-246914",1971,53,31,1
24829,160460,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-03-25","2017-09-08",15.461,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","24829-160460",1962,62,40,2
50084,131049,"PIMA COUNTY","CORP",1,"2002-03-31","",22.319,2002,"PIMA COUNTY - CORP","County","50084-131049",1972,52,30,1
58552,139640,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-01","",22.316,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","58552-139640",1977,47,25,1
61765,150818,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-01","",22.316,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","61765-150818",1979,45,23,1
62851,126664,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-01","2021-07-22",19.31,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","62851-126664",1970,54,32,1
51432,139308,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-01","2020-08-12",18.368,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","51432-139308",1969,55,33,1
80003,235440,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-01","",22.316,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","80003-235440",1976,48,26,1
35642,250455,"GILA COUNTY","CORP",1,"2002-04-08","2017-08-04",15.326,2002,"GILA COUNTY - CORP","County","35642-250455",1970,54,32,1
75558,192801,"YAVAPAI COUNTY","CORP",1,"2002-04-09","2020-10-18",20.041,2002,"YAVAPAI COUNTY - CORP","County","75558-192801",1955,69,47,1
38215,144946,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-22","",22.259,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","38215-144946",1976,48,26,1
16059,233856,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-22","2022-04-22",20.003,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","16059-233856",1973,51,29,1
53041,191910,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-22","",22.259,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","53041-191910",1980,44,22,1
88435,175087,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-22","2022-04-22",20.003,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","88435-175087",1978,46,24,1
49757,158698,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-23","",22.256,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","49757-158698",1966,58,36,1
87918,249613,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-04-29","",22.24,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","87918-249613",1971,53,31,1
47642,132173,"YAVAPAI COUNTY","CORP",1,"2002-04-29","",28.929,2002,"YAVAPAI COUNTY - CORP","County","47642-132173",1973,51,29,1
52531,243747,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","2022-05-13",20.022,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","52531-243747",1968,56,34,1
66621,172093,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","2018-08-29",16.318,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","66621-172093",1957,67,45,1
74560,252995,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","2023-04-28",20.98,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","74560-252995",1976,48,26,1
10609,184212,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","",22.22,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","10609-184212",1974,50,28,1
46263,236707,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","2022-05-06",20.003,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","46263-236707",1975,49,27,1
76342,125659,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","2021-07-23",19.217,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","76342-125659",1959,65,43,1
52977,162549,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","2023-11-14",21.528,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","52977-162549",1966,58,36,1
47602,229769,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","",22.22,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","47602-229769",1975,49,27,1
76964,206459,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","",22.22,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","76964-206459",1966,58,36,1
91697,162604,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","2022-04-29",20.006,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","91697-162604",1957,67,45,1
11397,208356,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","",22.36,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","11397-208356",1958,66,44,1
29509,232889,"GILA COUNTY","CORP",1,"2002-05-06","",22.22,2002,"GILA COUNTY - CORP","County","29509-232889",1960,64,42,1
30251,145873,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-06","",22.22,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","30251-145873",1961,63,41,1
15055,226114,"COCONINO COUNTY","CORP",1,"2002-05-12","2022-05-28",20.047,2002,"COCONINO COUNTY - CORP","County","15055-226114",1973,51,29,1
2723,181599,"MARICOPA COUNTY","CORP",1,"2002-05-13","",22.201,2002,"MARICOPA COUNTY - CORP","County","2723-181599",1969,55,33,1
78222,264175,"MARICOPA COUNTY","CORP",1,"2002-05-13","2020-05-01",17.971,2002,"MARICOPA COUNTY - CORP","County","78222-264175",1979,45,23,1
102922,160187,"MARICOPA COUNTY","CORP",1,"2002-05-13","2024-05-12",22.001,2002,"MARICOPA COUNTY - CORP","County","102922-160187",1961,63,41,1
77241,158522,"MARICOPA COUNTY","CORP",1,"2002-05-13","",22.201,2002,"MARICOPA COUNTY - CORP","County","77241-158522",1973,51,29,1
8888,211343,"MARICOPA COUNTY","CORP",1,"2002-05-13","2022-05-14",20.005,2002,"MARICOPA COUNTY - CORP","County","8888-211343",1973,51,29,1
115905,230171,"YUMA COUNTY","CORP",1,"2002-05-20","2007-05-02",4.953,2002,"YUMA COUNTY - CORP","County","115905-230171",1977,47,25,1
37588,198831,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-27","2024-01-05",21.613,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","37588-198831",1980,44,22,1
21493,226811,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-27","2024-05-29",22.01,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","21493-226811",1975,49,27,1
76324,157551,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-27","2019-12-13",17.55,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","76324-157551",1951,73,51,1
49995,173185,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-27","2017-12-25",15.584,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","49995-173185",1973,51,29,1
22095,128961,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-27","2018-01-12",15.633,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","22095-128961",1959,65,43,1
2775,136554,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-27","2022-09-30",20.348,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","2775-136554",1965,59,37,1
1273,174630,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-27","",22.163,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","1273-174630",1970,54,32,1
42180,223857,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-27","",22.163,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","42180-223857",1964,60,38,1
80023,182937,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-05-27","",22.163,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","80023-182937",1964,60,38,1
94849,154161,"PIMA COUNTY","CORP",1,"2002-06-03","2022-12-17",20.542,2002,"PIMA COUNTY - CORP","County","94849-154161",1977,47,25,1
123032,234732,"PIMA COUNTY","CORP",1,"2002-06-03","2022-06-04",20.005,2002,"PIMA COUNTY - CORP","County","123032-234732",1979,45,23,1
99214,201496,"PIMA COUNTY","CORP",1,"2002-06-03","2022-07-01",20.079,2002,"PIMA COUNTY - CORP","County","99214-201496",1971,53,31,1
20063,223109,"MARICOPA COUNTY","CORP",1,"2002-06-10","2021-11-13",20.25,2002,"MARICOPA COUNTY - CORP","County","20063-223109",1974,50,28,1
35508,225259,"SANTA CRUZ COUNTY","CORP",1,"2002-06-12","2019-07-26",17.123,2002,"SANTA CRUZ COUNTY - CORP","County","35508-225259",1980,44,22,1
50062,172839,"YUMA COUNTY","CORP",1,"2002-06-17","2019-02-05",16.641,2002,"YUMA COUNTY - CORP","County","50062-172839",1964,60,38,1
73178,191567,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-06-17","2019-10-01",17.292,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","73178-191567",1960,64,42,1
89498,163825,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-06-17","",23.382,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","89498-163825",1974,50,28,1
42226,138482,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-01","",22.067,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","42226-138482",1972,52,30,1
28142,186270,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-01","2022-09-06",20.186,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","28142-186270",1963,61,39,1
97629,209085,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-01","",22.067,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","97629-209085",1979,45,23,1
92107,128128,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-01","",22.067,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","92107-128128",1977,47,25,1
37225,207942,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-01","",22.067,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","37225-207942",1975,49,27,1
112542,173852,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-01","",22.157,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","112542-173852",1949,75,53,1
13655,240560,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-08","",22.048,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","13655-240560",1977,47,25,1
123657,164090,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-08","",22.048,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","123657-164090",1970,54,32,1
45556,257252,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-08","2022-10-28",20.309,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","45556-257252",1981,43,21,1
54108,149266,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-08","2019-06-28",16.975,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","54108-149266",1958,66,44,1
120267,206533,"COCONINO COUNTY","CORP",1,"2002-07-14","",22.031,2002,"COCONINO COUNTY - CORP","County","120267-206533",1977,47,25,1
101919,138284,"MARICOPA COUNTY","CORP",1,"2002-07-15","2021-04-20",20.601,2002,"MARICOPA COUNTY - CORP","County","101919-138284",1967,57,35,1
17497,242684,"DEPT OF JUVENILE CORRECTIONS","CORP",1,"2002-07-15","2003-02-14",0.589,2002,"DEPT OF JUVENILE CORRECTIONS-CORP","State","17497-242684",1973,51,29,1
42182,162317,"DEPT OF JUVENILE CORRECTIONS","CORP",1,"2002-07-15","",22.029,2002,"DEPT OF JUVENILE CORRECTIONS-CORP","State","42182-162317",1973,51,29,1
103114,238762,"MARICOPA COUNTY","CORP",1,"2002-07-15","",22.029,2002,"MARICOPA COUNTY - CORP","County","103114-238762",1963,61,39,1
86568,262462,"DEPT OF JUVENILE CORRECTIONS","CORP",1,"2002-07-15","2022-08-05",20.06,2002,"DEPT OF JUVENILE CORRECTIONS-CORP","State","86568-262462",1981,43,21,1
87875,247022,"MARICOPA COUNTY","CORP",1,"2002-07-15","2022-06-07",19.899,2002,"MARICOPA COUNTY - CORP","County","87875-247022",1962,62,40,1
31059,124725,"MARICOPA COUNTY","CORP",1,"2002-07-15","2023-12-31",21.465,2002,"MARICOPA COUNTY - CORP","County","31059-124725",1982,42,20,1
101314,251211,"MARICOPA COUNTY","CORP",1,"2002-07-15","",22.029,2002,"MARICOPA COUNTY - CORP","County","101314-251211",1979,45,23,1
88691,168246,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-15","",22.029,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","88691-168246",1958,66,44,1
59980,179145,"MARICOPA COUNTY","CORP",1,"2002-07-15","",22.029,2002,"MARICOPA COUNTY - CORP","County","59980-179145",1980,44,22,1
29709,194919,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-15","2018-11-19",16.35,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","29709-194919",1959,65,43,1
94639,134314,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-22","2022-08-31",20.112,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","94639-134314",1974,50,28,1
52786,241652,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-22","",22.01,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","52786-241652",1980,44,22,1
84871,234011,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-22","",22.01,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","84871-234011",1958,66,44,1
62764,251216,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-22","",22.01,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","62764-251216",1980,44,22,1
17878,196867,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-22","",22.01,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","17878-196867",1960,64,42,1
70185,150563,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-22","",22.01,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","70185-150563",1969,55,33,1
34481,201385,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-29","2023-05-19",20.808,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","34481-201385",1973,51,29,1
21,149458,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-29","2021-01-07",18.448,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","21-149458",1964,60,38,1
32717,150850,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-29","2018-10-22",16.235,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","32717-150850",1976,48,26,1
51022,223182,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-29","",21.99,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","51022-223182",1958,66,44,1
110466,189758,"MARICOPA COUNTY","CORP",1,"2002-07-29","",21.99,2002,"MARICOPA COUNTY - CORP","County","110466-189758",1976,48,26,1
28195,225772,"MARICOPA COUNTY","CORP",1,"2002-07-29","2022-07-29",20.003,2002,"MARICOPA COUNTY - CORP","County","28195-225772",1969,55,33,1
119649,265396,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-29","2022-07-28",20,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","119649-265396",1967,57,35,1
108383,263614,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-07-29","2020-04-30",17.758,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","108383-263614",1955,69,47,1
98823,235379,"MARICOPA COUNTY","CORP",1,"2002-08-05","2022-08-06",20.005,2002,"MARICOPA COUNTY - CORP","County","98823-235379",1970,54,32,1
20185,192349,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-05","2022-10-31",20.241,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","20185-192349",1977,47,25,1
32710,160186,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-05","",21.971,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","32710-160186",1980,44,22,1
54548,172535,"MARICOPA COUNTY","CORP",1,"2002-08-05","2018-05-05",15.751,2002,"MARICOPA COUNTY - CORP","County","54548-172535",1956,68,46,1
98293,242568,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-05","2022-08-06",20.005,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","98293-242568",1968,56,34,1
105040,243621,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-05","",21.971,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","105040-243621",1970,54,32,1
48556,207127,"MARICOPA COUNTY","CORP",1,"2002-08-05","2023-01-22",20.468,2002,"MARICOPA COUNTY - CORP","County","48556-207127",1977,47,25,1
13150,251878,"PINAL COUNTY","CORP",1,"2002-08-05","2021-10-03",19.165,2002,"PINAL COUNTY - CORP","County","13150-251878",1958,66,44,1
47458,179006,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-05","",21.971,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","47458-179006",1970,54,32,1
95216,143989,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-05","2019-05-31",16.821,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","95216-143989",1957,67,45,1
122925,166689,"PINAL COUNTY","CORP",1,"2002-08-05","2024-03-31",21.656,2002,"PINAL COUNTY - CORP","County","122925-166689",1967,57,35,1
99864,146287,"MARICOPA COUNTY","CORP",1,"2002-08-05","2022-12-09",20.348,2002,"MARICOPA COUNTY - CORP","County","99864-146287",1977,47,25,1
57751,135825,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-05","",21.971,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","57751-135825",1966,58,36,1
66775,157191,"MARICOPA COUNTY","CORP",1,"2002-08-12","2020-05-29",17.799,2002,"MARICOPA COUNTY - CORP","County","66775-157191",1973,51,29,1
117770,140010,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-12","2022-10-28",20.214,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","117770-140010",1969,55,33,1
27313,261903,"MARICOPA COUNTY","CORP",1,"2002-08-12","2017-07-11",14.916,2002,"MARICOPA COUNTY - CORP","County","27313-261903",1981,43,21,1
29017,222346,"MARICOPA COUNTY","CORP",1,"2002-08-12","2018-05-11",15.748,2002,"MARICOPA COUNTY - CORP","County","29017-222346",1983,41,19,1
59629,250079,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-12","2021-09-14",19.094,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","59629-250079",1977,47,25,1
92912,190766,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-19","",21.933,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","92912-190766",1965,59,37,1
87991,226420,"MARICOPA COUNTY","CORP",1,"2002-08-19","",21.933,2002,"MARICOPA COUNTY - CORP","County","87991-226420",1970,54,32,1
77377,149474,"DEPT OF JUVENILE CORRECTIONS","CORP",1,"2002-08-19","2022-08-22",20.011,2002,"DEPT OF JUVENILE CORRECTIONS-CORP","State","77377-149474",1953,71,49,1
4098,241387,"DEPT OF JUVENILE CORRECTIONS","CORP",1,"2002-08-19","2003-03-07",0.55,2002,"DEPT OF JUVENILE CORRECTIONS-CORP","State","4098-241387",1967,57,35,1
107160,250813,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-26","",21.914,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","107160-250813",1980,44,22,1
4093,182913,"MARICOPA COUNTY","CORP",1,"2002-08-26","2022-09-01",20.019,2002,"MARICOPA COUNTY - CORP","County","4093-182913",1968,56,34,1
114613,231162,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-26","",21.914,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","114613-231162",1974,50,28,1
37844,137796,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-26","2022-08-26",20.003,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","37844-137796",1969,55,33,1
99204,202934,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-26","",21.914,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","99204-202934",1972,52,30,1
24397,159155,"MARICOPA COUNTY","CORP",1,"2002-08-26","",21.914,2002,"MARICOPA COUNTY - CORP","County","24397-159155",1971,53,31,1
52083,150625,"MARICOPA COUNTY","CORP",1,"2002-08-26","",21.914,2002,"MARICOPA COUNTY - CORP","County","52083-150625",1971,53,31,1
79096,162792,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-08-26","2022-09-30",20.099,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","79096-162792",1967,57,35,1
49384,186493,"MARICOPA COUNTY","CORP",1,"2002-08-26","2022-01-23",19.414,2002,"MARICOPA COUNTY - CORP","County","49384-186493",1956,68,46,1
79086,183493,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-09-02","",21.895,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","79086-183493",1972,52,30,1
108937,246948,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-09-02","2018-08-31",15.997,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","108937-246948",1948,76,54,1
85258,173630,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-09-02","2022-09-09",20.022,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","85258-173630",1980,44,22,1
110655,153246,"DEPT OF JUVENILE CORRECTIONS","CORP",1,"2002-09-03","2022-04-20",20.211,2002,"DEPT OF JUVENILE CORRECTIONS-CORP","State","110655-153246",1975,49,27,1
60685,244180,"MARICOPA COUNTY","CORP",1,"2002-09-03","2021-09-09",19.02,2002,"MARICOPA COUNTY - CORP","County","60685-244180",1955,69,47,1
88216,224998,"MARICOPA COUNTY","CORP",1,"2002-09-03","2022-10-01",20.079,2002,"MARICOPA COUNTY - CORP","County","88216-224998",1971,53,31,1
25342,247406,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-09-09","2023-05-31",20.726,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","25342-247406",1965,59,37,1
25658,142611,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-09-09","",21.875,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","25658-142611",1974,50,28,1
21510,196647,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-09-09","",21.875,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","21510-196647",1981,43,21,1
53525,195784,"MARICOPA COUNTY","CORP",1,"2002-09-09","",21.875,2002,"MARICOPA COUNTY - CORP","County","53525-195784",1976,48,26,1
22015,127105,"DEPARTMENT OF CORRECTIONS","CORP",1,"2002-09-10","2023-05-26",20.709,2002,"DEPARTMENT OF CORRECTIONS - CORP","State","22015-127105",1976,48,26,1
53546,147595,"MARICOPA COUNTY","CORP",1,"2002-09-16","",21.856,2002,"MARICOPA COUNTY - CORP","County","53546-147595",1965,59,37,1
80857,186700,"MARICOPA COUNTY","CORP",1,"2002-09-16","",21.856,2002,"MARICOPA COUNTY - CORP","County","80857-186700",1972,52,30,1
