"m_id","me_id","employer_name","pln_acronym","tier_no","hire_dt","term_dt","total_service","hire_yr","employer_name_duplicate","level","combined_id","birth_dt","age_based_on_2024","age_at_hire"
118320,159030,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","118320-159030",1989,35,23
29269,130800,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","29269-130800",1990,34,22
14493,163529,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","2016-11-30",4.263,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","14493-163529",1965,59,47
40840,249217,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","2021-12-17",9.309,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","40840-249217",1990,34,22
11929,215462,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","11929-215462",1987,37,25
18065,192915,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","18065-192915",1981,43,31
102685,255289,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","102685-255289",1968,56,44
117663,243501,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","117663-243501",1990,34,22
30095,133946,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","2017-09-29",5.092,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","30095-133946",1990,34,22
94952,205714,"MARICOPA COUNTY","CORP",2,"2012-08-27","",11.91,2012,"MARICOPA COUNTY - CORP","County","94952-205714",1984,40,28
12431,170073,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2012-08-27","2017-08-23",4.991,2012,"DEPT OF JUVENILE CORRECTIONS-CORP","State","12431-170073",1991,33,21
108194,245919,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","108194-245919",1990,34,22
67657,131942,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2012-08-27","2022-04-15",9.634,2012,"DEPT OF JUVENILE CORRECTIONS-CORP","State","67657-131942",1990,34,22
16352,180189,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","16352-180189",1989,35,23
121129,142812,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2012-08-27","2018-04-12",5.626,2012,"DEPT OF JUVENILE CORRECTIONS-CORP","State","121129-142812",1985,39,27
57730,212447,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","57730-212447",1973,51,39
19473,231402,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","2020-01-28",7.422,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","19473-231402",1969,55,43
26624,180567,"MARICOPA COUNTY","CORP",2,"2012-08-27","2022-05-08",9.697,2012,"MARICOPA COUNTY - CORP","County","26624-180567",1993,31,19
14722,176323,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","2017-12-29",5.342,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","14722-176323",1979,45,33
32893,189431,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","32893-189431",1991,33,21
51131,194560,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","51131-194560",1962,62,50
67346,232045,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-27","",11.91,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","67346-232045",1977,47,35
123954,236009,"MARICOPA COUNTY","CORP",2,"2012-08-27","",11.91,2012,"MARICOPA COUNTY - CORP","County","123954-236009",1982,42,30
89952,209197,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-08-31","2019-09-04",7.012,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","89952-209197",1985,39,27
112456,203857,"DEPARTMENT OF CORRECTIONS","CORP",0,"2012-09-04","2019-04-05",NA,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","112456-203857",1969,55,43
68320,176668,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-04","2018-07-13",5.856,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","68320-176668",1955,69,57
34874,162444,"MARICOPA COUNTY","CORP",2,"2012-09-04","2018-07-15",5.862,2012,"MARICOPA COUNTY - CORP","County","34874-162444",1966,58,46
80550,258636,"MARICOPA COUNTY","CORP",2,"2012-09-04","2019-01-27",6.398,2012,"MARICOPA COUNTY - CORP","County","80550-258636",1993,31,19
50625,219393,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2012-09-04","",11.888,2012,"DEPT OF JUVENILE CORRECTIONS-CORP","State","50625-219393",1969,55,43
33704,167892,"MARICOPA COUNTY","CORP",2,"2012-09-04","",11.888,2012,"MARICOPA COUNTY - CORP","County","33704-167892",1981,43,31
9244,183990,"MARICOPA COUNTY","CORP",2,"2012-09-04","2018-04-18",5.621,2012,"MARICOPA COUNTY - CORP","County","9244-183990",1986,38,26
52429,172190,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-07","2018-05-25",5.714,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","52429-172190",1992,32,20
54041,244513,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","2018-07-22",5.864,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","54041-244513",1987,37,25
103286,155759,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2012-09-10","2017-11-22",5.202,2012,"DEPT OF JUVENILE CORRECTIONS-CORP","State","103286-155759",1984,40,28
26941,234260,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","26941-234260",1962,62,50
57650,264177,"MARICOPA COUNTY","CORP",2,"2012-09-10","",11.871,2012,"MARICOPA COUNTY - CORP","County","57650-264177",1972,52,40
19874,240198,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","19874-240198",1950,74,62
8977,207680,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","8977-207680",1990,34,22
7308,232732,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","2019-11-17",7.187,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","7308-232732",1973,51,39
47250,257258,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","47250-257258",1987,37,25
88238,201414,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","88238-201414",1990,34,22
67081,180793,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","67081-180793",1972,52,40
46930,214229,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","2018-11-01",6.144,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","46930-214229",1988,36,24
88775,247042,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","88775-247042",1987,37,25
56156,251208,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","2021-10-20",9.112,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","56156-251208",1990,34,22
83041,174953,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","2021-08-21",10.115,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","83041-174953",1972,52,40
16998,132787,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","2021-06-01",8.726,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","16998-132787",1989,35,23
67853,246102,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","67853-246102",1987,37,25
85637,239202,"MARICOPA COUNTY","CORP",2,"2012-09-10","",11.871,2012,"MARICOPA COUNTY - CORP","County","85637-239202",1979,45,33
72225,221362,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","72225-221362",1988,36,24
121892,235908,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","2019-05-17",6.683,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","121892-235908",1979,45,33
4282,153305,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","4282-153305",1967,57,45
62337,258610,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","2024-03-15",11.513,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","62337-258610",1990,34,22
115610,159805,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","115610-159805",1983,41,29
8851,208332,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","8851-208332",1986,38,26
120815,246224,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","",11.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","120815-246224",1989,35,23
32877,182662,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-10","2018-08-18",5.938,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","32877-182662",1990,34,22
10231,214557,"MARICOPA COUNTY","CORP",2,"2012-09-10","2019-10-17",7.102,2012,"MARICOPA COUNTY - CORP","County","10231-214557",1992,32,20
75688,224049,"MARICOPA COUNTY","CORP",2,"2012-09-11","2020-02-18",7.439,2012,"MARICOPA COUNTY - CORP","County","75688-224049",1975,49,37
38023,199699,"PIMA COUNTY","CORP",2,"2012-09-14","2017-09-22",5.024,2012,"PIMA COUNTY - CORP","County","38023-199699",1974,50,38
85518,185185,"PIMA COUNTY","CORP",2,"2012-09-14","",11.86,2012,"PIMA COUNTY - CORP","County","85518-185185",1979,45,33
65114,225796,"PIMA COUNTY","CORP",2,"2012-09-14","2017-07-11",9.649,2012,"PIMA COUNTY - CORP","County","65114-225796",1986,38,26
26141,206435,"DEPARTMENT OF CORRECTIONS","CORP",0,"2012-09-14","",NA,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","26141-206435",1958,66,54
28750,214029,"PIMA COUNTY","CORP",2,"2012-09-14","2019-01-11",6.327,2012,"PIMA COUNTY - CORP","County","28750-214029",1984,40,28
120279,239258,"DEPARTMENT OF CORRECTIONS","CORP",0,"2012-09-14","",NA,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","120279-239258",1958,66,54
79648,230371,"DEPARTMENT OF CORRECTIONS","CORP",0,"2012-09-14","",NA,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","79648-230371",1956,68,56
34999,155882,"PIMA COUNTY","CORP",2,"2012-09-14","2019-05-31",6.71,2012,"PIMA COUNTY - CORP","County","34999-155882",1987,37,25
41591,131061,"PIMA COUNTY","CORP",2,"2012-09-14","2018-01-31",5.383,2012,"PIMA COUNTY - CORP","County","41591-131061",1993,31,19
44773,222133,"PIMA COUNTY","CORP",2,"2012-09-14","2021-04-23",8.608,2012,"PIMA COUNTY - CORP","County","44773-222133",1990,34,22
85141,230184,"DEPARTMENT OF CORRECTIONS","CORP",0,"2012-09-14","",NA,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","85141-230184",1954,70,58
103686,230303,"DEPARTMENT OF CORRECTIONS","CORP",0,"2012-09-14","",NA,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","103686-230303",1960,64,52
22684,230382,"PIMA COUNTY","CORP",2,"2012-09-14","2019-05-22",6.686,2012,"PIMA COUNTY - CORP","County","22684-230382",1992,32,20
58976,234111,"PIMA COUNTY","CORP",2,"2012-09-14","",11.86,2012,"PIMA COUNTY - CORP","County","58976-234111",1964,60,48
99536,135812,"MARICOPA COUNTY","CORP",2,"2012-09-17","2021-02-16",8.419,2012,"MARICOPA COUNTY - CORP","County","99536-135812",1982,42,30
10361,156376,"MARICOPA COUNTY","CORP",2,"2012-09-17","",11.852,2012,"MARICOPA COUNTY - CORP","County","10361-156376",1993,31,19
222,206557,"MARICOPA COUNTY","CORP",2,"2012-09-17","",11.852,2012,"MARICOPA COUNTY - CORP","County","222-206557",1968,56,44
46674,200597,"MARICOPA COUNTY","CORP",2,"2012-09-17","2017-07-08",4.808,2012,"MARICOPA COUNTY - CORP","County","46674-200597",1979,45,33
102626,126649,"MARICOPA COUNTY","CORP",2,"2012-09-17","",11.852,2012,"MARICOPA COUNTY - CORP","County","102626-126649",1987,37,25
68285,211066,"MARICOPA COUNTY","CORP",2,"2012-09-17","2017-10-11",5.068,2012,"MARICOPA COUNTY - CORP","County","68285-211066",1989,35,23
3044,233883,"MARICOPA COUNTY","CORP",2,"2012-09-17","",11.852,2012,"MARICOPA COUNTY - CORP","County","3044-233883",1988,36,24
14770,191596,"MARICOPA COUNTY","CORP",2,"2012-09-17","2021-08-08",8.893,2012,"MARICOPA COUNTY - CORP","County","14770-191596",1992,32,20
21645,171932,"MARICOPA COUNTY","CORP",2,"2012-09-17","",11.852,2012,"MARICOPA COUNTY - CORP","County","21645-171932",1966,58,46
66640,194711,"MARICOPA COUNTY","CORP",2,"2012-09-17","2019-11-06",7.138,2012,"MARICOPA COUNTY - CORP","County","66640-194711",1992,32,20
63127,200314,"MARICOPA COUNTY","CORP",2,"2012-09-17","",11.852,2012,"MARICOPA COUNTY - CORP","County","63127-200314",1984,40,28
113705,130120,"MARICOPA COUNTY","CORP",2,"2012-09-17","",11.852,2012,"MARICOPA COUNTY - CORP","County","113705-130120",1989,35,23
32092,226472,"MARICOPA COUNTY","CORP",2,"2012-09-17","2018-03-10",5.478,2012,"MARICOPA COUNTY - CORP","County","32092-226472",1987,37,25
92896,230395,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","",11.833,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","92896-230395",1991,33,21
47540,216031,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","",11.833,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","47540-216031",1989,35,23
77940,168266,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","2018-07-22",5.826,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","77940-168266",1986,38,26
82539,256802,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","",11.833,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","82539-256802",1985,39,27
90144,167498,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","",11.833,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","90144-167498",1990,34,22
68636,169799,"DEPARTMENT OF CORRECTIONS","CORP",1,"2012-09-24","2017-11-01",6.923,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","68636-169799",1982,42,30
112972,149282,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","2019-12-24",7.25,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","112972-149282",1983,41,29
9666,159091,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","2018-03-06",5.448,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","9666-159091",1966,58,46
18206,210043,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","",11.833,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","18206-210043",1965,59,47
71783,248193,"MARICOPA COUNTY","CORP",2,"2012-09-24","",11.833,2012,"MARICOPA COUNTY - CORP","County","71783-248193",1986,38,26
40382,136467,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","2017-03-25",4.501,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","40382-136467",1985,39,27
19209,253676,"COCHISE COUNTY","CORP",2,"2012-09-24","2022-04-26",9.588,2012,"COCHISE COUNTY - CORP","County","19209-253676",1974,50,38
100464,220956,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","",11.833,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","100464-220956",1990,34,22
110200,177011,"MARICOPA COUNTY","CORP",2,"2012-09-24","",11.833,2012,"MARICOPA COUNTY - CORP","County","110200-177011",1992,32,20
87163,182232,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","2022-07-15",9.807,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","87163-182232",1982,42,30
45721,174647,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-09-24","2017-07-21",4.824,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","45721-174647",1984,40,28
120249,179294,"COCHISE COUNTY","CORP",2,"2012-09-24","",11.833,2012,"COCHISE COUNTY - CORP","County","120249-179294",1986,38,26
118377,227259,"MARICOPA COUNTY","CORP",2,"2012-09-26","2016-03-13",3.463,2012,"MARICOPA COUNTY - CORP","County","118377-227259",1979,45,33
57690,227232,"MARICOPA COUNTY","CORP",2,"2012-09-26","2020-01-19",7.316,2012,"MARICOPA COUNTY - CORP","County","57690-227232",1991,33,21
64460,219090,"MARICOPA COUNTY","CORP",2,"2012-10-01","",11.814,2012,"MARICOPA COUNTY - CORP","County","64460-219090",1991,33,21
90665,154078,"MARICOPA COUNTY","CORP",2,"2012-10-01","2022-01-12",9.284,2012,"MARICOPA COUNTY - CORP","County","90665-154078",1984,40,28
24983,254288,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","",11.795,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","24983-254288",1982,42,30
57158,195204,"MARICOPA COUNTY","CORP",2,"2012-10-08","2022-04-21",9.536,2012,"MARICOPA COUNTY - CORP","County","57158-195204",1993,31,19
123535,207968,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","2021-07-18",8.778,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","123535-207968",1987,37,25
6849,169015,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","2020-05-19",7.614,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","6849-169015",1983,41,29
79388,210115,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","2018-09-20",5.952,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","79388-210115",1988,36,24
55430,247712,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","2023-08-28",10.888,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","55430-247712",1990,34,22
92946,253433,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","",11.795,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","92946-253433",1988,36,24
25353,261975,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","2018-03-13",5.429,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","25353-261975",1983,41,29
42570,130796,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","2018-07-25",5.796,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","42570-130796",1985,39,27
97456,250041,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","2017-08-07",4.832,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","97456-250041",1973,51,39
16061,214853,"YAVAPAI COUNTY","CORP",2,"2012-10-08","",11.795,2012,"YAVAPAI COUNTY - CORP","County","16061-214853",1972,52,40
67901,253886,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","",11.795,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","67901-253886",1989,35,23
48695,216615,"MARICOPA COUNTY","CORP",2,"2012-10-08","2019-04-26",6.549,2012,"MARICOPA COUNTY - CORP","County","48695-216615",1985,39,27
38608,188347,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","2021-09-23",8.961,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","38608-188347",1988,36,24
50636,125052,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-08","",11.795,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","50636-125052",1974,50,38
103695,177673,"MOHAVE COUNTY","CORP",2,"2012-10-09","2018-07-20",5.78,2012,"MOHAVE COUNTY - CORP","County","103695-177673",1993,31,19
10718,201310,"COCONINO COUNTY","CORP",2,"2012-10-15","2014-11-30",2.127,2012,"COCONINO COUNTY - CORP","County","10718-201310",1987,37,25
24119,208925,"YAVAPAI COUNTY","CORP",2,"2012-10-15","2020-02-22",7.357,2012,"YAVAPAI COUNTY - CORP","County","24119-208925",1986,38,26
93280,170273,"MARICOPA COUNTY","CORP",2,"2012-10-15","",11.775,2012,"MARICOPA COUNTY - CORP","County","93280-170273",1991,33,21
93641,233380,"MARICOPA COUNTY","CORP",2,"2012-10-15","2014-06-01",1.629,2012,"MARICOPA COUNTY - CORP","County","93641-233380",1991,33,21
72212,153348,"MARICOPA COUNTY","CORP",2,"2012-10-15","2018-05-22",5.602,2012,"MARICOPA COUNTY - CORP","County","72212-153348",1964,60,48
89757,258073,"MARICOPA COUNTY","CORP",2,"2012-10-15","",11.775,2012,"MARICOPA COUNTY - CORP","County","89757-258073",1980,44,32
66644,208403,"YAVAPAI COUNTY","CORP",2,"2012-10-15","",11.775,2012,"YAVAPAI COUNTY - CORP","County","66644-208403",1984,40,28
49184,252857,"MARICOPA COUNTY","CORP",2,"2012-10-15","2022-05-19",9.593,2012,"MARICOPA COUNTY - CORP","County","49184-252857",1981,43,31
103355,227760,"MARICOPA COUNTY","CORP",2,"2012-10-15","2018-07-05",5.722,2012,"MARICOPA COUNTY - CORP","County","103355-227760",1992,32,20
48601,245553,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","2022-10-07",9.96,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","48601-245553",1991,33,21
14719,150123,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","",11.756,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","14719-150123",1978,46,34
8581,130298,"NAVAJO COUNTY","CORP",2,"2012-10-22","2018-06-08",5.629,2012,"NAVAJO COUNTY - CORP","County","8581-130298",1985,39,27
29257,132949,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","2017-09-14",4.898,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","29257-132949",1990,34,22
17692,143906,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","",11.756,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","17692-143906",1974,50,38
94328,175931,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","2018-09-14",5.897,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","94328-175931",1991,33,21
85557,233098,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","2020-09-04",7.871,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","85557-233098",1990,34,22
31096,149322,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","2018-03-30",5.437,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","31096-149322",1990,34,22
30722,199140,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","2018-05-02",5.528,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","30722-199140",1990,34,22
17402,226051,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","",11.756,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","17402-226051",1986,38,26
93850,150469,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","",11.756,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","93850-150469",1983,41,29
3997,149894,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-22","",11.756,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","3997-149894",1989,35,23
49027,157499,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-10-29","",11.737,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","49027-157499",1973,51,39
16005,160078,"MARICOPA COUNTY","CORP",1,"2012-10-30","",17.95,2012,"MARICOPA COUNTY - CORP","County","16005-160078",1983,41,29
50078,137840,"MARICOPA COUNTY","CORP",2,"2012-10-30","",11.734,2012,"MARICOPA COUNTY - CORP","County","50078-137840",1988,36,24
18556,173491,"MARICOPA COUNTY","CORP",2,"2012-10-31","",11.732,2012,"MARICOPA COUNTY - CORP","County","18556-173491",1976,48,36
22014,143552,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","",11.718,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","22014-143552",1991,33,21
93460,251210,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","2015-12-29",3.149,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","93460-251210",1971,53,41
22072,247274,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","",11.718,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","22072-247274",1970,54,42
30547,171601,"MARICOPA COUNTY","CORP",2,"2012-11-05","2018-09-09",5.845,2012,"MARICOPA COUNTY - CORP","County","30547-171601",1993,31,19
72235,145233,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","2017-12-31",5.155,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","72235-145233",1985,39,27
90516,224063,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","2018-08-23",5.799,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","90516-224063",1989,35,23
54893,195083,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","2017-11-07",5.008,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","54893-195083",1991,33,21
90882,158001,"MARICOPA COUNTY","CORP",2,"2012-11-05","2021-06-01",8.572,2012,"MARICOPA COUNTY - CORP","County","90882-158001",1990,34,22
39355,189170,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","2018-08-04",5.747,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","39355-189170",1987,37,25
26993,186689,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","2020-02-26",7.31,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","26993-186689",1985,39,27
5240,126350,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","2018-11-07",6.007,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","5240-126350",1990,34,22
44179,256052,"YAVAPAI COUNTY","CORP",2,"2012-11-05","",11.718,2012,"YAVAPAI COUNTY - CORP","County","44179-256052",1986,38,26
100921,263744,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","",11.718,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","100921-263744",1987,37,25
25813,198590,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","",11.718,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","25813-198590",1962,62,50
55257,233201,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","",11.718,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","55257-233201",1982,42,30
5932,219265,"DEPARTMENT OF CORRECTIONS","CORP",2,"2012-11-05","2019-12-08",7.091,2012,"DEPARTMENT OF CORRECTIONS - CORP","State","5932-219265",1990,34,22
